Time (s),Temp (Ohm) (X93305),Temp (Ohm) (X58257),Temp (Ohm) (X53851),Pressure (Torr),Temp (Ohm) (X53871)
49989.8,6438.0,626.632,116.02,0.000104068,120.296
49999.8,6438.0,627.155,116.044,0.000104004,120.296
50009.8,6456.1,626.361,116.044,0.000103916,120.328
50019.8,6456.1,627.806,116.072,0.000104004,120.349
50029.8,6529.4,627.957,115.964,0.000103964,120.349
50039.8,6554.8,627.957,116.102,0.00010394,120.38
50049.8,6554.8,627.533,116.126,0.000104172,120.38
50059.8,6607.5,627.541,116.126,0.000104052,120.41
50069.8,6607.5,627.541,116.145,0.000104116,120.434
50079.8,6616.7,626.852,116.179,0.000104116,120.434
50089.8,6589.8,626.852,116.179,0.000104084,120.465
50099.8,6589.8,626.758,116.201,0.0001041,120.457
50109.8,6493.4,626.735,116.201,0.000103821,120.498
50119.8,6493.4,626.735,116.232,0.000103893,120.515
50129.8,6442.1,627.618,116.252,0.000103757,120.515
50139.8,6448.7,627.618,116.252,0.000103829,120.548
50149.8,6448.7,628.031,116.279,0.00010402,120.577
50159.8,6466.2,628.16,116.279,0.000104188,120.577
50169.8,6448.7,628.16,116.31,0.000103908,120.603
50179.8,6515.2,628.296,116.33,0.00010406,120.603
50189.8,6555.5,626.602,116.33,0.000104116,120.63
50199.8,6555.5,627.474,116.359,0.000103996,120.663
50209.8,6619.3,627.322,116.222,0.000103869,120.663
50219.8,6587.9,627.322,116.389,0.000104316,120.685
50229.8,6587.9,626.773,116.41,0.000104252,120.685
50239.8,6526.8,626.803,116.41,0.000104092,120.717
50249.8,6526.8,626.803,116.431,0.000103821,120.745
50259.8,6463.6,627.347,116.461,0.000103885,120.745
50269.8,6447.8,627.347,116.461,0.000103845,120.77
50279.8,6447.8,628.165,116.491,0.000103869,120.755
50289.8,6488.2,628.642,116.491,0.000103877,120.803
50299.8,6488.2,628.642,116.516,0.000103916,120.832
50309.8,6543.0,628.596,116.54,0.000103964,120.832
50319.8,6556.6,628.596,116.54,0.00010394,120.856
50329.8,6556.6,628.37,116.567,0.000103805,120.881
50339.8,6614.4,628.084,116.567,0.000103988,120.881
50349.8,6520.2,628.084,116.593,0.000103996,120.912
50359.8,6620.4,627.086,116.616,0.000104116,120.912
50369.8,6518.1,626.38,116.616,0.000104068,120.946
50379.8,6518.1,627.688,116.647,0.000103869,120.97
50389.8,6456.8,628.315,116.647,0.000104188,120.97
50399.8,6448.9,628.315,116.67,0.00010402,120.996
50409.8,6448.9,628.709,116.699,0.000103988,120.996
50419.8,6498.6,628.803,116.699,0.000103956,121.028
50429.8,6498.6,628.803,116.72,0.000104108,121.054
50439.8,6579.0,628.794,116.74,0.000104012,121.054
50449.8,6611.4,628.794,116.749,0.000104044,121.081
50459.8,6611.4,628.298,116.772,0.000104076,121.047
50469.8,6625.9,627.675,116.772,0.000104172,121.111
50479.8,6625.9,627.675,116.801,0.000104028,121.135
50489.8,6599.2,627.302,116.826,0.000104012,121.135
50499.8,6541.4,627.302,116.826,0.000104028,121.163
50509.8,6541.4,627.279,116.853,0.000103861,121.192
50519.8,6538.6,627.469,116.853,0.0001041,121.192
50529.8,6574.8,627.469,116.88,0.000104076,121.216
50539.8,6454.9,628.065,116.902,0.000104084,121.216
50549.8,6450.4,626.775,116.902,0.000103948,121.248
50559.8,6450.4,629.068,116.933,0.000103956,121.278
50569.8,6501.1,629.123,116.933,0.000103916,121.278
50579.8,6526.8,629.123,116.957,0.000103885,121.304
50589.8,6526.8,629.162,116.983,0.000104044,121.304
50599.8,6594.5,629.099,116.983,0.000103964,121.335
50609.8,6594.5,629.099,117.008,0.000104068,121.358
50619.8,6611.2,628.871,117.023,0.000104108,121.358
50629.8,6632.9,628.871,117.035,0.000104084,121.385
50639.8,6632.9,628.177,117.063,0.000103885,121.321
50649.8,6589.0,627.824,117.063,0.000103932,121.421
50659.8,6589.0,627.824,117.084,0.000103996,121.443
50669.8,6543.8,628.082,117.111,0.00010414,121.443
50679.8,6528.9,628.082,117.111,0.000103869,121.471
50689.8,6528.9,628.698,117.14,0.000104132,121.501
50699.8,6467.7,628.619,117.14,0.000104092,121.501
50709.8,6609.4,628.619,117.167,0.000103948,121.528
50719.8,6476.6,629.764,117.189,0.000103956,121.528
50729.8,6502.6,628.41,117.189,0.000104028,121.558
50739.8,6502.6,629.705,117.216,0.000104084,121.586
50749.8,6607.8,629.343,117.216,0.000103877,121.586
50759.8,6606.5,629.343,117.243,0.000104028,121.61
50769.8,6606.5,628.812,117.265,0.000104036,121.61
50779.8,6636.6,628.865,117.265,0.000104108,121.642
50789.8,6636.6,628.865,117.288,0.000104164,121.668
50799.8,6619.3,628.217,117.284,0.000103869,121.668
50809.8,6564.7,628.217,117.32,0.00010406,121.691
50819.8,6564.7,628.197,117.339,0.000104132,121.652
50829.8,6491.2,628.659,117.339,0.000104028,121.729
50839.8,6491.2,628.659,117.375,0.000103916,121.751
50849.8,6454.1,629.148,117.397,0.000103853,121.751
50859.8,6464.1,629.148,117.397,0.000104116,121.783
50869.8,6464.1,630.055,117.423,0.00010398,121.811
50879.8,6491.7,629.985,117.423,0.000103972,121.811
50889.8,6633.6,629.985,117.449,0.000103964,121.834
50899.8,6555.9,630.069,117.476,0.000103845,121.834
50909.8,6582.4,629.45,117.476,0.0001041,121.865
50919.8,6582.4,629.666,117.503,0.000104004,121.892
50929.8,6635.1,629.068,117.503,0.00010414,121.892
50939.8,6633.9,629.068,117.527,0.000103996,121.923
50949.8,6633.9,628.668,117.546,0.000104196,121.923
50959.8,6601.9,628.402,117.546,0.00010406,121.949
50969.8,6601.9,628.402,117.581,0.000104132,121.973
50979.8,6558.4,628.286,117.578,0.0001039,121.973
50989.8,6495.8,628.286,117.607,0.000103932,122.005
50999.8,6495.8,629.036,117.631,0.000103908,121.948
51009.8,6456.0,629.622,117.631,0.000104052,122.038
51019.8,6456.0,629.622,117.654,0.000104148,122.065
51029.8,6466.2,629.923,117.682,0.000104132,122.065
51039.8,6479.6,629.923,117.682,0.000104036,122.09
51049.8,6479.6,630.199,117.71,0.000103749,122.119
51059.8,6482.5,630.104,117.71,0.000104164,122.119
51069.8,6629.7,630.104,117.731,0.000104076,122.146
51079.8,6545.5,630.367,117.756,0.00010402,122.146
51089.8,6585.8,629.434,117.756,0.00010406,122.172
51099.8,6585.8,629.925,117.786,0.000103948,122.2
51109.8,6641.5,629.39,117.786,0.000103988,122.2
51119.8,6640.2,629.39,117.811,0.000103996,122.227
51129.8,6640.2,629.116,117.835,0.000103845,122.227
51139.8,6601.8,628.797,117.835,0.00010398,122.259
51149.8,6601.8,628.797,117.862,0.000103956,122.286
51159.8,6529.3,628.95,117.88,0.000103805,122.286
51169.8,6499.5,628.95,117.884,0.000103869,122.318
51179.8,6499.5,629.679,117.915,0.000103885,122.25
51189.8,6463.0,630.062,117.915,0.000103877,122.347
51199.8,6463.0,630.062,117.94,0.000103988,122.367
51209.8,6466.2,630.355,117.967,0.000103932,122.367
51219.8,6518.2,630.355,117.967,0.000104044,122.398
51229.8,6518.2,631.001,117.989,0.000104044,122.426
51239.8,6588.5,630.808,117.989,0.0001041,122.426
51249.8,6508.5,630.808,118.02,0.000103885,122.454
51259.8,6621.7,630.258,118.044,0.000104004,122.454
51269.8,6641.1,629.852,118.044,0.0001041,122.484
51279.8,6641.1,629.53,118.068,0.000103988,122.512
51289.8,6594.6,629.337,118.068,0.00010394,122.512
51299.8,6606.1,629.337,118.094,0.000104036,122.538
51309.8,6606.1,629.289,118.121,0.000104036,122.538
51319.8,6579.1,629.365,118.121,0.000103853,122.567
51329.8,6579.1,629.365,118.147,0.000103741,122.596
51339.8,6533.2,629.442,118.161,0.0001039,122.596
51349.8,6469.9,629.442,118.175,0.000104108,122.621
51359.8,6469.9,630.69,118.199,0.000103893,122.548
51369.8,6503.8,631.409,118.199,0.00010398,122.653
51379.8,6503.8,631.409,118.229,0.000103972,122.68
51389.8,6544.9,631.384,118.255,0.000103924,122.68
51399.8,6560.1,631.384,118.255,0.000104004,122.703
51409.8,6560.1,631.236,118.275,0.000104116,122.735
51419.8,6576.0,631.201,118.275,0.000103956,122.735
51429.8,6474.9,631.201,118.306,0.000103956,122.762
51439.8,6633.5,630.652,118.33,0.000104028,122.762
51449.8,6648.5,629.196,118.33,0.000104284,122.797
51459.8,6648.5,629.652,118.359,0.000103996,122.818
51469.8,6584.4,629.672,118.359,0.000103908,122.818
51479.8,6553.5,629.672,118.388,0.00010359,122.847
51489.8,6553.5,630.062,118.406,0.000103908,122.847
51499.8,6465.6,630.766,118.406,0.00010394,122.88
51509.8,6465.6,630.766,118.435,0.000104164,122.907
51519.8,6492.2,631.678,118.445,0.00010406,122.907
51529.8,6531.1,631.678,118.464,0.000104076,122.931
51539.8,6531.1,631.74,118.484,0.000104124,122.851
51549.8,6610.9,631.336,118.484,0.000104004,122.959
51559.8,6610.9,631.336,118.516,0.000104052,122.983
51569.8,6646.9,630.955,118.537,0.000104068,122.983
51579.8,6651.2,630.955,118.537,0.000104052,123.017
51589.8,6651.2,630.298,118.562,0.000103956,123.047
51599.8,6590.8,629.829,118.562,0.000103988,123.047
51609.8,6463.6,629.829,118.591,0.000103924,123.073
51619.8,6481.1,630.45,118.615,0.000103805,123.073
51629.8,6473.5,630.45,118.615,0.000103964,123.103
51639.8,6473.5,631.23,118.643,0.000103821,123.127
51649.8,6476.2,631.398,118.643,0.000104116,123.127
51659.8,6505.1,631.398,118.669,0.0001039,123.16
51669.8,6505.1,631.817,118.692,0.00010398,123.16
51679.8,6530.7,632.066,118.692,0.00010398,123.188
51689.8,6530.7,632.066,118.721,0.000104068,123.216
51699.8,6547.2,632.173,118.731,0.000104068,123.216
51709.8,6584.6,632.173,118.748,0.000104076,123.242
51719.8,6584.6,632.259,118.772,0.000103924,123.201
51729.8,6647.8,631.735,118.772,0.000104244,123.275
51739.8,6647.8,631.735,118.8,0.000104172,123.296
51749.8,6653.1,631.154,118.821,0.000103869,123.296
51759.8,6639.7,631.154,118.821,0.0001039,123.33
51769.8,6639.7,630.72,118.851,0.0001039,123.355
51779.8,6606.5,630.633,118.851,0.000103877,123.355
51789.8,6525.9,630.633,118.882,0.00010398,123.387
51799.8,6518.2,630.658,118.908,0.000104036,123.387
51809.8,6497.0,629.517,118.908,0.000104164,123.414
51819.8,6497.0,631.44,118.929,0.000103869,123.438
51829.8,6483.4,631.936,118.929,0.000103893,123.438
51839.8,6506.0,631.936,118.958,0.000104004,123.469
51849.8,6506.0,632.2,118.982,0.000103765,123.469
51859.8,6533.3,632.477,118.982,0.000103869,123.497
51869.8,6533.3,632.477,119.007,0.000103988,123.521
51879.8,6561.2,632.499,119.004,0.000104108,123.521
51889.8,6623.2,632.499,119.038,0.00010414,123.553
51899.8,6623.2,631.827,119.064,0.000104076,123.503
51909.8,6654.0,631.491,119.064,0.000104004,123.582
51919.8,6654.0,631.491,119.087,0.000103789,123.613
51929.8,6611.4,630.999,119.113,0.000103893,123.613
51939.8,6567.7,630.999,119.113,0.000103996,123.64
51949.8,6567.7,630.987,119.139,0.00010398,123.666
51959.8,6497.1,631.406,119.139,0.00010406,123.666
51969.8,6524.6,631.406,119.167,0.000104116,123.693
51979.8,6470.3,632.068,119.192,0.000104116,123.693
51989.8,6496.2,629.708,119.192,0.000104068,123.724
51999.8,6496.2,632.676,119.216,0.0001039,123.751
52009.8,6586.2,632.619,119.216,0.000103996,123.751
52019.8,6614.4,632.619,119.246,0.000104124,123.782
52029.8,6614.4,632.085,119.265,0.0001039,123.782
52039.8,6643.6,632.044,119.265,0.000103893,123.809
52049.8,6643.6,632.044,119.298,0.000104068,123.833
52059.8,6659.5,631.719,119.295,0.000104116,123.833
52069.8,6632.5,631.719,119.326,0.000103988,123.861
52079.8,6632.5,631.112,119.351,0.000104028,123.76
52089.8,6557.8,631.164,119.351,0.000103797,123.895
52099.8,6557.8,631.164,119.374,0.000104188,123.922
52109.8,6531.3,631.307,119.396,0.000104196,123.922
52119.8,6499.6,631.307,119.396,0.000104028,123.951
52129.8,6499.6,631.692,119.425,0.000104028,123.973
52139.8,6474.7,632.207,119.425,0.000104132,123.973
52149.8,6569.7,632.207,119.455,0.000103924,124.007
52159.8,6509.1,632.855,119.477,0.0001041,124.007
52169.8,6548.2,631.831,119.477,0.000104076,124.036
52179.8,6548.2,633.036,119.502,0.000104028,124.06
52189.8,6590.7,633.154,119.502,0.000104204,124.06
52199.8,6616.4,633.154,119.53,0.00010398,124.089
52209.8,6616.4,632.936,119.557,0.000103964,124.089
52219.8,6639.4,632.503,119.557,0.000104252,124.116
52229.8,6639.4,632.503,119.583,0.000103956,124.147
52239.8,6656.2,631.637,119.588,0.000103885,124.147
52249.8,6634.4,631.637,119.606,0.000104196,124.172
52259.8,6634.4,631.311,119.633,0.000103885,124.128
52269.8,6547.4,631.516,119.633,0.000104068,124.203
52279.8,6547.4,631.516,119.665,0.000103893,124.229
52289.8,6486.8,632.093,119.688,0.000104276,124.229
52299.8,6493.7,632.093,119.688,0.000103996,124.259
52309.8,6493.7,632.812,119.713,0.000104028,124.285
52319.8,6487.1,633.242,119.713,0.000104028,124.285
52329.8,6651.3,633.242,119.743,0.000104148,124.315
52339.8,6576.5,633.661,119.764,0.00010406,124.315
52349.8,6600.9,631.381,119.764,0.00010426,124.341
52359.8,6600.9,633.234,119.791,0.00010398,124.369
52369.8,6648.9,633.081,119.791,0.000104036,124.369
52379.8,6656.2,633.081,119.819,0.000103924,124.398
52389.8,6656.2,632.418,119.847,0.000103932,124.398
52399.8,6655.7,632.532,119.847,0.000104084,124.43
52409.8,6655.7,632.532,119.873,0.000103908,124.455
52419.8,6596.3,632.139,119.881,0.000103964,124.455
52429.8,6519.3,632.139,119.902,0.000104132,124.488
52439.8,6519.3,632.741,119.921,0.0001041,124.353
52449.8,6479.3,633.484,119.921,0.000104076,124.516
52459.8,6479.3,633.484,119.952,0.000104196,124.54
52469.8,6519.5,634.1,119.976,0.000104076,124.54
52479.8,6546.4,634.1,119.976,0.000104268,124.57
52489.8,6546.4,634.009,120.001,0.000104084,124.599
52499.8,6560.6,633.972,120.001,0.00010402,124.599
52509.8,6662.8,633.972,120.028,0.000103972,124.626
52519.8,6616.3,633.718,120.054,0.000103924,124.626
52529.8,6648.6,632.322,120.054,0.000104092,124.658
52539.8,6648.6,632.888,120.081,0.000104068,124.679
52549.8,6666.3,632.531,120.081,0.000103773,124.679
52559.8,6660.2,632.531,120.112,0.00010406,124.709
52569.8,6660.2,632.295,120.136,0.000104012,124.709
52579.8,6614.4,632.12,120.136,0.00010418,124.741
52589.8,6614.4,632.12,120.16,0.000104068,124.771
52599.8,6555.3,632.296,120.177,0.000103964,124.771
52609.8,6537.3,632.296,120.182,0.000104076,124.795
52619.8,6537.3,632.871,120.21,0.000104068,124.746
52629.8,6484.8,633.825,120.21,0.000103996,124.825
52639.8,6484.8,633.825,120.241,0.000103908,124.85
52649.8,6502.3,634.284,120.261,0.000104004,124.85
52659.8,6523.3,634.284,120.261,0.000104236,124.883
52669.8,6523.3,634.562,120.291,0.000104052,124.909
52679.8,6602.9,634.356,120.291,0.000104356,124.909
52689.8,6655.5,634.356,120.312,0.000104084,124.94
52699.8,6664.5,633.473,120.342,0.000103996,124.94
52709.8,6667.5,632.992,120.342,0.000104012,124.964
52719.8,6667.5,633.009,120.367,0.000103797,124.992
52729.8,6646.4,632.745,120.367,0.000104132,124.992
52739.8,6659.1,632.745,120.395,0.00010402,125.019
52749.8,6659.1,632.327,120.418,0.000104316,125.019
52759.8,6531.2,632.627,120.418,0.000104068,125.05
52769.8,6531.2,632.627,120.442,0.000103749,125.077
52779.8,6508.8,632.912,120.456,0.00010406,125.077
52789.8,6488.7,632.912,120.472,0.00010398,125.107
52799.8,6488.7,633.948,120.496,0.000104004,125.06
52809.8,6523.6,634.642,120.496,0.000103956,125.136
52819.8,6523.6,634.642,120.529,0.0001041,125.162
52829.8,6578.8,634.687,120.552,0.000103797,125.162
52839.8,6621.5,634.687,120.552,0.000104172,125.188
52849.8,6621.5,634.465,120.573,0.000104052,125.217
52859.8,6654.1,634.314,120.573,0.000103988,125.217
52869.8,6614.4,634.314,120.606,0.0001039,125.25
52879.8,6673.1,633.484,120.63,0.00010394,125.25
52889.8,6659.1,633.224,120.63,0.000103964,125.277
52899.8,6659.1,632.916,120.655,0.0001039,125.303
52909.8,6598.2,632.939,120.655,0.000104084,125.303
52919.8,6552.5,632.939,120.68,0.000103972,125.333
52929.8,6552.5,633.09,120.706,0.00010398,125.333
52939.8,6514.4,633.375,120.706,0.00010414,125.363
52949.8,6514.4,633.375,120.73,0.000104188,125.389
52959.8,6505.0,634.479,120.739,0.000103988,125.389
52969.8,6539.4,634.479,120.757,0.000103916,125.414
52979.8,6539.4,634.745,120.786,0.000103861,125.319
52989.8,6620.2,634.711,120.786,0.000103988,125.448
52999.8,6620.2,634.711,120.814,0.000104092,125.472
53009.8,6652.3,634.378,120.836,0.0001041,125.472
53019.8,6670.6,634.378,120.836,0.000103996,125.501
53029.8,6670.6,633.379,120.861,0.00010418,125.532
53039.8,6618.8,633.237,120.861,0.000104036,125.532
53049.8,6528.2,633.237,120.892,0.000103972,125.562
53059.8,6509.1,633.585,120.916,0.000103893,125.562
53069.8,6491.8,633.585,120.916,0.000104124,125.587
53079.8,6491.8,634.705,120.942,0.000103932,125.614
53089.8,6505.2,634.816,120.942,0.00010406,125.614
53099.8,6525.6,634.816,120.97,0.000104068,125.645
53109.8,6525.6,635.315,120.996,0.000104252,125.645
53119.8,6578.5,634.192,120.996,0.000103885,125.673
53129.8,6578.5,635.216,121.023,0.000103797,125.702
53139.8,6644.7,635.075,120.995,0.000104268,125.702
53149.8,6674.8,635.075,121.047,0.00010394,125.728
53159.8,6674.8,634.068,121.072,0.000104116,125.597
53169.8,6652.0,633.664,121.072,0.00010422,125.755
53179.8,6652.0,633.664,121.095,0.000103996,125.784
53189.8,6533.5,633.87,121.122,0.000104004,125.784
53199.8,6522.0,633.87,121.122,0.000103948,125.809
53209.8,6522.0,634.388,121.152,0.000104084,125.837
53219.8,6504.3,635.125,121.152,0.000104052,125.837
53229.8,6516.9,635.125,121.178,0.000103885,125.867
53239.8,6589.8,635.379,121.207,0.000104108,125.867
53249.8,6604.6,635.379,121.207,0.000104044,125.898
53259.8,6604.6,635.012,121.234,0.00010422,125.927
53269.8,6643.5,635.253,121.234,0.000104028,125.927
53279.8,6660.0,635.253,121.255,0.000103861,125.951
53289.8,6660.0,634.947,121.28,0.00010418,125.951
53299.8,6672.2,635.415,121.28,0.000104004,125.985
53309.8,6672.2,634.026,121.311,0.00010422,126.011
53319.8,6582.6,633.815,121.261,0.000104076,126.011
53329.8,6537.3,633.815,121.335,0.000104204,126.034
53339.8,6537.3,634.421,121.359,0.000104084,126.034
53349.8,6494.5,634.57,121.359,0.000103821,126.068
53359.8,6494.5,634.57,121.385,0.000103972,126.096
53369.8,6533.7,635.393,121.408,0.0001041,126.096
53379.8,6537.7,635.393,121.408,0.000103916,126.12
53389.8,6537.7,635.606,121.439,0.000104236,126.144
53399.8,6601.5,635.621,121.439,0.000104012,126.155
53409.8,6524.8,635.621,121.463,0.000104164,126.181
53419.8,6679.0,634.777,121.493,0.000103924,126.181
53429.8,6677.5,634.777,121.493,0.000104164,126.208
53439.8,6677.5,634.506,121.517,0.00010398,126.234
53449.8,6670.6,634.32,121.517,0.000103861,126.234
53459.8,6645.5,634.32,121.544,0.000103956,126.264
53469.8,6645.5,633.979,121.567,0.000104108,126.264
53479.8,6603.4,635.804,121.567,0.0001041,126.295
53489.8,6603.4,634.174,121.595,0.000103893,126.317
53499.8,6515.6,634.589,121.516,0.000103996,126.317
53509.8,6494.6,634.589,121.623,0.000104044,126.351
53519.8,6494.6,636.003,121.645,0.000103877,126.351
53529.8,6510.8,636.224,121.645,0.000103877,126.377
53539.8,6510.8,636.224,121.672,0.000104148,126.407
53549.8,6546.7,636.45,121.698,0.000103893,126.407
53559.8,6563.1,636.45,121.698,0.000103829,126.435
53569.8,6563.1,636.283,121.725,0.000103916,126.454
53579.8,6653.6,635.99,121.725,0.000104052,126.462
53589.8,6646.1,635.99,121.752,0.00010406,126.49
53599.8,6681.9,635.149,121.775,0.000104068,126.49
53609.8,6651.3,635.149,121.775,0.000104188,126.524
53619.8,6651.3,634.546,121.802,0.000104028,126.543
53629.8,6577.1,634.543,121.802,0.000104068,126.543
53639.8,6533.3,634.543,121.831,0.000104196,126.574
53649.8,6533.3,635.355,121.85,0.000104188,126.574
53659.8,6511.3,635.865,121.85,0.0001041,126.611
53669.8,6511.3,636.469,121.876,0.000104004,126.629
53679.8,6588.3,636.333,121.708,0.000103813,126.629
53689.8,6642.9,636.333,121.912,0.000104076,126.657
53699.8,6642.9,635.485,121.934,0.000104212,126.657
53709.8,6675.5,635.537,121.934,0.000103908,126.689
53719.8,6675.5,635.537,121.955,0.000104124,126.714
53729.8,6685.3,635.392,121.982,0.000103861,126.714
53739.8,6675.8,635.392,121.982,0.000103908,126.747
53749.8,6675.8,635.109,122.008,0.000104004,126.74
53759.8,6613.3,634.552,122.008,0.000104004,126.775
53769.8,6613.3,634.552,122.036,0.000103861,126.797
53779.8,6515.7,635.372,122.059,0.000104036,126.797
53789.8,6518.4,635.372,122.059,0.000104068,126.83
53799.8,6518.4,635.37,122.089,0.000103956,126.856
53809.8,6589.8,635.37,122.089,0.000103916,126.856
53819.8,6600.0,634.948,122.027,0.000103996,126.856
53829.8,6588.6,634.948,122.129,0.000104156,126.901
53839.8,6585.6,636.498,122.124,0.000104076,126.901
53849.8,6593.8,636.498,122.162,0.000103781,126.938
53859.8,6591.8,635.908,122.189,0.000104084,126.938
53869.8,6591.5,635.908,122.189,0.000104116,126.97
53879.8,6600.4,635.334,122.215,0.000103869,126.97
53889.8,6595.3,635.334,122.215,0.000103948,127.003
53899.8,6584.7,636.961,122.248,0.000104028,127.003
53909.8,6589.1,636.961,122.248,0.000103916,127.043
53919.8,6598.4,635.326,122.283,0.000104156,127.043
53929.8,6587.5,635.326,122.283,0.000103924,127.072
53939.8,6587.5,636.955,122.311,0.000104004,127.072
53949.8,6597.5,636.955,122.311,0.000103964,127.109
53959.8,6597.5,635.703,122.343,0.00010394,127.109
53969.8,6597.7,635.703,122.343,0.000103821,127.143
53979.8,6597.7,635.749,122.378,0.000103813,127.143
53989.8,6589.6,635.749,122.378,0.000104036,127.175
53999.8,6589.6,636.605,122.404,0.000103885,127.129
54009.8,6603.2,636.605,122.404,0.000104012,127.209
54019.8,6603.2,635.251,122.434,0.000104204,127.228
54029.8,6588.2,635.251,122.434,0.000103996,127.24
54039.8,6588.2,637.15,122.464,0.00010402,127.271
54049.8,6603.1,637.15,122.464,0.000103757,127.271
54059.8,6603.1,635.374,122.499,0.000104036,127.308
54069.8,6588.3,636.351,122.499,0.000103996,127.308
54079.8,6588.3,637.157,122.533,0.000103837,127.339
54089.8,6600.9,635.72,122.533,0.0001039,127.339
54099.8,6600.9,635.413,122.559,0.000103996,127.375
54109.8,6596.1,636.761,122.559,0.000103853,127.375
54119.8,6596.1,636.761,122.591,0.000103861,127.409
54129.8,6596.7,635.776,122.591,0.000103877,127.409
54139.8,6596.7,635.776,122.625,0.000104132,127.441
54149.8,6597.4,636.712,122.625,0.000103893,127.441
54159.8,6597.4,636.712,122.652,0.000104124,127.475
54169.8,6591.1,636.873,122.652,0.000104076,127.475
54179.8,6523.8,636.873,122.685,0.00010402,127.505
54189.8,6608.4,635.735,122.685,0.000103869,127.505
54199.8,6593.3,635.735,122.715,0.000104164,127.54
54209.8,6590.5,637.433,122.715,0.0001041,127.54
54219.8,6601.6,637.433,122.748,0.000104196,127.574
54229.8,6608.0,635.625,122.605,0.000104044,127.574
54239.9,6596.9,635.625,122.781,0.000103877,127.609
54249.8,6598.0,637.003,122.76,0.000103964,127.609
54259.9,6595.4,637.003,122.811,0.000103853,127.643
54269.9,6592.8,637.094,122.84,0.000103988,127.643
54279.9,6590.0,637.094,122.84,0.000103813,127.676
54289.9,6604.4,636.192,122.869,0.00010402,127.676
54299.9,6604.2,636.192,122.869,0.000104188,127.708
54309.9,6592.5,637.809,122.904,0.000103893,127.708
54319.9,6602.6,637.809,122.904,0.000103996,127.739
54329.9,6604.2,636.018,122.933,0.000103956,127.739
54339.9,6595.0,636.018,122.933,0.000104084,127.778
54349.9,6595.6,637.539,122.965,0.00010402,127.778
54359.9,6603.7,637.539,122.965,0.000104108,127.812
54369.9,6603.7,636.408,122.994,0.000104116,127.812
54379.9,6598.1,636.408,122.994,0.000104084,127.847
54389.9,6598.1,637.094,123.027,0.000104284,127.847
54399.9,6603.8,637.094,123.027,0.0001039,127.882
54409.9,6603.8,636.63,123.062,0.000103908,127.867
54419.9,6599.5,636.63,123.062,0.000104124,127.914
54429.9,6599.5,636.964,123.087,0.000103781,127.928
54439.9,6595.8,636.964,123.087,0.000103877,127.951
54449.9,6595.8,637.64,123.117,0.000104068,127.978
54459.9,6605.0,637.64,123.117,0.000104132,127.978
54469.9,6605.0,636.449,123.148,0.000103885,128.014
54479.9,6596.3,636.519,123.148,0.000104108,128.014
54489.9,6596.3,638.064,123.178,0.000104028,128.044
54499.9,6610.7,637.763,123.178,0.00010406,128.044
54509.9,6610.7,636.045,123.214,0.000104076,128.079
54519.9,6596.3,638.047,123.214,0.000104076,128.079
54529.9,6596.3,638.047,123.246,0.000103948,128.112
54539.9,6606.3,636.216,123.246,0.000104076,128.112
54549.9,6606.3,636.216,123.273,0.000104076,128.147
54559.9,6599.4,638.051,123.273,0.000104044,128.147
54569.9,6599.4,638.051,123.306,0.000103988,128.179
54579.9,6603.7,636.536,123.306,0.000104076,128.179
54589.9,6549.8,636.536,123.335,0.000103877,128.213
54599.9,6601.4,637.609,123.335,0.000104076,128.213
54609.9,6603.0,637.609,123.369,0.000104148,128.245
54619.9,6606.5,636.68,123.369,0.000104148,128.245
54629.9,6601.1,636.68,123.398,0.000104004,128.279
54639.9,6601.4,637.765,123.308,0.000103932,128.279
54649.9,6611.2,637.765,123.433,0.000103877,128.312
54659.9,6599.2,638.086,123.444,0.00010418,128.312
54669.9,6600.0,638.086,123.463,0.00010398,128.348
54679.9,6611.2,636.788,123.488,0.00010394,128.348
54689.9,6603.3,636.788,123.488,0.000103916,128.38
54699.9,6598.3,638.524,123.515,0.000104244,128.38
54709.9,6603.6,638.524,123.515,0.00010402,128.415
54719.9,6612.3,636.977,123.552,0.000104012,128.415
54729.9,6613.1,636.977,123.552,0.000103916,128.448
54739.9,6605.8,637.96,123.585,0.000103964,128.448
54749.9,6603.5,637.96,123.585,0.00010414,128.487
54759.9,6603.5,637.549,123.614,0.000104044,128.487
54769.9,6607.1,637.549,123.614,0.00010406,128.519
54779.9,6607.1,637.364,123.644,0.000103988,128.519
54789.9,6602.5,637.364,123.644,0.00010394,128.55
54799.9,6602.5,638.206,123.676,0.00010402,128.55
54809.9,6609.8,638.206,123.676,0.000103845,128.585
54819.9,6609.8,637.347,123.703,0.000104076,128.499
54829.9,6600.2,637.347,123.703,0.000103924,128.622
54839.9,6600.2,638.932,123.739,0.000103916,128.645
54849.9,6612.1,638.932,123.739,0.000103924,128.65
54859.9,6612.1,637.167,123.769,0.000104132,128.683
54869.9,6601.5,637.167,123.769,0.000103805,128.683
54879.9,6601.5,638.588,123.799,0.000103924,128.719
54889.9,6610.7,638.202,123.799,0.000103916,128.719
54899.9,6610.7,637.272,123.829,0.000103964,128.746
54909.9,6603.8,638.893,123.829,0.000103924,128.746
54919.9,6603.8,638.893,123.854,0.0001039,128.783
54929.9,6611.7,636.973,123.854,0.0001039,128.783
54939.9,6611.7,636.973,123.888,0.000104244,128.817
54949.9,6606.8,638.824,123.888,0.000103996,128.817
